id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4848799,MasterSuite 4 Blks to US Capitol,5356790,Kathleen,,"Capitol Hill, Lincoln Park",38.88974,-76.99921,Private room,110,2,76,4/9/2021,1.04,2,365
4860800,Verizon Center/Chinatown apt,23423028,Sue,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89537,-77.02303,Entire home/apt,80,14,4,11/22/2017,0.05,1,89
4867256,"Sanitized One-Bedroom Oasis with Own A/C, Entrance",3781807,Katherine,,"North Cleveland Park, Forest Hills, Van Ness",38.94853,-77.06013,Entire home/apt,130,27,64,12/5/2019,0.83,3,269
4881590,Entire Rustic Rowhouse - Metro/Bus to Sites,1546598,Alison & Yohan,,"Brightwood Park, Crestwood, Petworth",38.94967,-77.02193,Entire home/apt,295,2,84,3/28/2021,1.12,1,339
4884217,"What the French, Toast?",6353432,Henrike,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93075,-76.99456,Entire home/apt,60,1,389,4/4/2021,5.2,3,152
4887569,"Cherry Blossom Special, Walk to Convention Center!",25145497,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9115,-77.00941,Entire home/apt,108,30,70,10/21/2019,1.41,1,179
4901758,Bloomingdale Brownstone,4407379,Davis,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91897,-77.01203,Entire home/apt,129,3,0,,,1,0
4915180,Mid-Century Bohemian 1BR Apt Historic Capitol Hill,25311748,Thomas,,"Capitol Hill, Lincoln Park",38.88337,-76.99286,Entire home/apt,120,3,133,4/4/2021,2.13,1,135
4917099,Lovely place close to AU/private en,17286108,Bena,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93939,-77.09388,Entire home/apt,120,30,12,11/25/2020,0.17,1,14
4922023,Bright Capitol Hill English Basement Apartment,12710712,Jim And Kat,,"Union Station, Stanton Park, Kingman Park",38.89453,-76.99797,Entire home/apt,201,2,341,4/13/2021,4.5,1,324
4924193,Georgetown Townhouse - Garden Patio Suite,25363242,,,"Georgetown, Burleith/Hillandale",38.90832,-77.06227,Private room,91,5,16,3/8/2020,0.32,2,365
4936102,Georgetown Elegance -  4BR 3.5BA,17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.90802,-77.05922,Entire home/apt,756,7,7,5/22/2019,0.1,30,110
4936897,JR 1 BR with Killer View + Balcony!,23568231,Richard,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9196,-77.03636,Entire home/apt,200,1,8,3/8/2016,0.11,1,110
4978586,Charming studio in Washington DC,21910309,Nisha,,"Takoma, Brightwood, Manor Park",38.96664,-77.0226,Entire home/apt,58,14,56,3/21/2021,0.94,3,295
4978657,"Eastern Market Suites # 2, Steps to Metro",24914253,Kirk,,"Capitol Hill, Lincoln Park",38.88421,-76.99613,Entire home/apt,175,2,7,1/8/2021,0.46,3,308
5003334,Beautiful Apartment in Foggy Bottom,14513477,Cecilia  And David,,"West End, Foggy Bottom, GWU",38.89881,-77.05269,Entire home/apt,99,180,43,12/21/2019,0.57,1,364
5014903,The Perfect Capitol Hill Apartment,10286762,Martin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91722,-77.00295,Entire home/apt,139,2,50,8/9/2020,0.68,1,354
5015395,The Tuscany  Room,22366497,Marco,,"Brightwood Park, Crestwood, Petworth",38.9598,-77.03141,Private room,88,65,5,3/26/2017,0.07,1,1
5018679,"Luxurious, eco-friendly apartment",2726546,Susan,,"Shaw, Logan Circle",38.91282,-77.03093,Entire home/apt,117,15,119,4/18/2021,1.6,3,265
5022267,Modern Eclectic,25915414,Karen,,"Congress Heights, Bellevue, Washington Highlands",38.84753,-77.00442,Entire home/apt,140,1,0,,,1,0
5026926,Fabulous1890Victorian-StepstoMetro!,24914253,Kirk,,"Capitol Hill, Lincoln Park",38.88273,-76.99671,Entire home/apt,225,2,10,3/14/2021,1.02,3,342
5030765,Capitol Hill 2BD/2Bath-Cari's in the City,25969674,Cari,,"Union Station, Stanton Park, Kingman Park",38.90569,-77.00077,Entire home/apt,364,2,45,4/4/2020,0.61,4,352
5030785,Capitol Hill 1BD-Cari's in the City,25969674,Cari,,"Union Station, Stanton Park, Kingman Park",38.90576,-76.99968,Entire home/apt,282,2,64,10/6/2020,0.87,4,1
5047724,DC West Foggy Bottom Rowhouse Flat,1865736,Sally,,"West End, Foggy Bottom, GWU",38.90284,-77.05364,Entire home/apt,4000,3,149,3/12/2020,2.02,4,150
5051005,Kalorama / Adams Morgan Apartment,26079515,,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92038,-77.04497,Private room,120,1,85,10/27/2019,1.15,1,0
5075773,LOOK NO FURTHER - this is your home away from home,22801633,Natascha,,"Georgetown, Burleith/Hillandale",38.91272,-77.0622,Entire home/apt,115,1,313,4/19/2021,5.44,2,200
5076606,Dupont Townhouse 2 bedroom Apartment,5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91435,-77.04064,Entire home/apt,123,5,38,1/2/2021,0.56,18,332
5082818,Enjoy Home of Haitian Fine Art,25859907,Felira,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91619,-77.00279,Entire home/apt,245,2,111,4/11/2021,1.53,2,87
5089725,Upscale+DuPont+PRIVATE Balcony+DRIVEWAY Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.91511,-77.042,Entire home/apt,142,2,89,3/28/2021,1.39,4,349
5111311,Capitol Hill free streetcar to B&B,3936592,Mary,,"Union Station, Stanton Park, Kingman Park",38.8978,-76.9872,Private room,65,3,125,10/6/2019,1.75,4,291
5140121,BR in DC Green Getaway (Metro & Free Parking),22456488,Synta,,"Capitol View, Marshall Heights, Benning Heights",38.8885,-76.91813,Private room,65,1,175,11/9/2019,2.39,1,89
5151049,Our 2nd Cozy Room on Capital Hill,15768877,Jean,,"Capitol Hill, Lincoln Park",38.88847,-76.99471,Private room,85,1,85,4/13/2021,1.17,2,318
5154288,Aban,26653865,,,"Union Station, Stanton Park, Kingman Park",38.89854,-76.98148,Private room,178,2,101,8/18/2019,1.5,1,72
5156582,"Pied-a-Terre in Washington, DC",26667291,Carol,,"Brookland, Brentwood, Langdon",38.9276,-76.98951,Entire home/apt,61,1,222,4/4/2021,3.54,1,309
5166322,NO NEED TO LOOK ANY FURTHER!,22801633,Natascha,,"Georgetown, Burleith/Hillandale",38.91198,-77.0616,Entire home/apt,120,1,249,4/8/2021,3.3,2,189
5195346,Pennsylvania Avenue 3 BR Condo!,26875971,Melissa,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.8636,-76.95032,Entire home/apt,79,5,79,6/30/2020,1.09,1,66
5239084,Adams Morgan well equipped 2 br apt,4440623,Katy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92184,-77.04594,Entire home/apt,180,2,46,3/30/2021,0.63,1,361
5262416,Modern garden Apt in jazz saxophonist's home,19361397,Marshall & Eva,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91564,-77.01268,Entire home/apt,120,3,236,4/17/2021,3.13,1,262
5269442,"Walk to Museums, U.S. Capitol",1592446,Ryan,,"Union Station, Stanton Park, Kingman Park",38.89564,-77.00101,Private room,80,2,224,3/3/2020,3.25,1,20
5278479,LARGE MODERN TOWNHOUSE NEAR U ST. & MONUMENTS,27323824,Karl,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91359,-77.01585,Entire home/apt,151,1,346,4/2/2021,4.63,8,118
5318112,Historic English Basement Apartment,27550391,Michael,,"Georgetown, Burleith/Hillandale",38.91134,-77.06211,Entire home/apt,120,2,64,3/31/2021,0.89,2,252
5354872,Charming Brookland English Apartment w/ St Parking,27757663,Jean,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92434,-76.99732,Entire home/apt,99,2,76,4/11/2021,2.99,1,80
5372128,Historic Georgetown Roomy Engbasemt,27843930,Robert,,"Georgetown, Burleith/Hillandale",38.90806,-77.05656,Entire home/apt,125,4,52,10/24/2019,0.7,1,89
5391438,Cozy One Bedroom in Columbia Heights,6414870,David,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93337,-77.0271,Entire home/apt,95,2,57,11/9/2019,1.32,1,80
5403451,Georgetown townhouse w/ private pool and hot tub,27215080,Thanya,,"Georgetown, Burleith/Hillandale",38.9148,-77.07365,Entire home/apt,460,5,15,4/18/2021,0.2,1,0
5405966,Row House Apt in Shaw (with separate entrance),25338537,Alexandra,,"Shaw, Logan Circle",38.90977,-77.01967,Entire home/apt,113,3,196,10/1/2020,2.62,1,0
5495901,Hill East Garden Basement Suite,1819904,Melissa,,"Capitol Hill, Lincoln Park",38.88719,-76.97903,Entire home/apt,90,2,74,4/11/2021,1.43,1,236
5530691,Entire 3 story historic townhouse,5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91541,-77.04131,Entire home/apt,400,20,3,8/8/2020,0.04,18,263
5560185,Dupont West 3: Charming Studio,28825130,Greg,,"West End, Foggy Bottom, GWU",38.90743,-77.04929,Entire home/apt,88,4,311,4/19/2021,4.23,5,72
5565601,Restful retreat in lovely modern home,1141742,Kathy,,"Takoma, Brightwood, Manor Park",38.97908,-77.01412,Private room,75,1,157,3/13/2020,2.54,1,110
5568862,Dupont South Private Suite 1,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,100,1,132,3/8/2020,1.8,8,48
5569363,Dupont South Private Suite 3,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,100,1,134,11/13/2019,1.83,8,48
5569874,Dupont South Private Suite 4,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,100,1,95,2/25/2020,1.29,8,324
5570026,Dupont South Penthouse 5,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,80,1,159,3/11/2020,2.18,8,48
5570273,Dupont South Penthouse 6,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,80,1,231,1/20/2020,3.12,8,48
5570446,Dupont South Penthouse 7,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,95,1,256,3/8/2020,3.46,8,51
5570591,Dupont South Garden Loft Room,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,90,1,66,2/16/2020,0.94,8,49
5592949,Master Suite 1BD/1BA Convention Center/DT/Metro,21506582,Carolina,,"Shaw, Logan Circle",38.91061,-77.02235,Private room,80,2,198,4/4/2021,2.67,4,327
5593060,Great Capitol Hill apartment,1237003,Sarah,,"Capitol Hill, Lincoln Park",38.8805,-76.98202,Entire home/apt,120,2,25,10/18/2020,0.34,1,241
5593096,Private Suite 1BD/1BA Convention Center/DT/Metro,21506582,Carolina,,"Shaw, Logan Circle",38.91038,-77.02221,Private room,72,2,161,3/28/2021,2.17,4,358
5660850,The Urban Cottage,29344017,Jennifer,,"Union Station, Stanton Park, Kingman Park",38.89243,-76.98575,Entire home/apt,175,30,35,8/15/2016,0.47,1,0
5661282,Private Room/Private Bathroom NW DC,29347194,Rachid,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90834,-77.01523,Private room,120,1,74,11/10/2019,1.01,1,1
5755232,Charming row house with fireplace near everything,10152762,Alan,,"Shaw, Logan Circle",38.91132,-77.02105,Entire home/apt,110,2,476,4/19/2021,6.43,1,292
5774184,Beautiful apartment close to metro 90-day min stay,10098733,Dina,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9325,-77.03472,Entire home/apt,110,180,20,2/17/2016,0.28,1,365
5780038,Modern Columbia Heights 1BR Garden Apartment,6336395,Patrick And Rob,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92921,-77.02745,Entire home/apt,92,1,455,4/24/2021,6.19,1,69
5790254,Clean Designer Apartment with All the Amenities!,7478562,Samer & Denise,,"Friendship Heights, American University Park, Tenleytown",38.94522,-77.07513,Entire home/apt,142,3,63,4/3/2021,1.1,1,169
5801793,Luxury Historic Hill Row House; Perfect Location,30100464,Isaac,,"Capitol Hill, Lincoln Park",38.88563,-77.00104,Entire home/apt,128,4,196,4/3/2021,2.83,2,284
5834173,3BR/2.5BA H St/Union Station home,9011212,David,,"Union Station, Stanton Park, Kingman Park",38.89997,-76.99972,Entire home/apt,407,90,68,12/27/2020,1.11,3,33
5847593,Pvt Entry 1bed/bath Park View Suite,2902940,Liz,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93026,-77.02364,Entire home/apt,87,1,175,3/21/2021,2.48,1,326
5858907,Takoma Harbor Guest House,6258120,,,"Takoma, Brightwood, Manor Park",38.97425,-77.01622,Entire home/apt,100,30,6,9/16/2018,0.08,1,0
5862637,Stunning historic carriage house/Capitol Hill!,17207062,Marguerite,,"Union Station, Stanton Park, Kingman Park",38.89314,-77.00069,Entire home/apt,140,1,133,4/13/2021,1.81,2,304
5955389,Central condo with off-site parking,14692970,,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9245,-77.04133,Entire home/apt,106,4,22,3/19/2021,0.3,6,355
5970073,Dupont South Private Suite 2,28827689,,,"Dupont Circle, Connecticut Avenue/K Street",38.90775,-77.0437,Private room,100,1,122,2/16/2020,1.69,8,48
5970241,Capitol Hill,32176,Tamra,,"Capitol Hill, Lincoln Park",38.87992,-76.99206,Private room,52,30,4,8/31/2015,0.05,2,364
5970948,Michigan Park / CUA Bungalow,30997628,Andrew,,"North Michigan Park, Michigan Park, University Heights",38.94741,-76.99366,Entire home/apt,75,1,82,3/11/2020,2.98,1,0
5985721,InLaw Suite quiet DC neighborhood.,15274203,Patrick,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92838,-77.10186,Private room,95,2,9,11/16/2018,0.12,1,110
5986989,Charming 3 Bedroom Home in DC,21910309,Nisha,,"Takoma, Brightwood, Manor Park",38.96823,-77.02384,Entire home/apt,78,14,59,4/8/2021,0.85,3,222
5992166,"Classic Capitol Hill flat, Walk Everywhere",13000882,Nina,,"Capitol Hill, Lincoln Park",38.88435,-77.00541,Entire home/apt,115,3,96,4/5/2021,1.47,3,0
6004138,English Basement in 1908 Row home,18054783,Patrick,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93084,-77.03265,Private room,200,1,1,4/29/2015,0.01,1,0
6027248,DC Spacious 2BR Apt | WiFi + Work Space | by GLS,30283594,Global Luxury Suites,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89885,-77.03249,Entire home/apt,290,2,13,3/18/2021,0.19,34,362
6047219,2 bdr 2.5 bath rowhouse near metro,5571655,Aimee,,"Brightwood Park, Crestwood, Petworth",38.94223,-77.02337,Entire home/apt,112,24,10,7/10/2020,0.21,3,93
6047348,Master bdrm near Petworth metro,5571655,Aimee,,"Brightwood Park, Crestwood, Petworth",38.94027,-77.02253,Private room,350,58,1,8/26/2016,0.02,3,88
6049863,Modern Light-Filled Apartment in Historic Rowhouse,79605,Rachel And Graig,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9116,-77.01055,Entire home/apt,105,30,193,2/23/2020,2.7,1,162
6056763,"Colorful, sunny house!",4096104,Paul,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92094,-77.00488,Entire home/apt,65,30,110,11/13/2019,1.5,1,0
6066863,Modern apt near U st // Convention Center // & monuments!,27323824,Karl,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91264,-77.01383,Entire home/apt,88,1,347,3/17/2021,4.8,8,128
6069739,"Adams Morgan/Nat'l Zoo, Studio #35",23193071,Michael,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92623,-77.04256,Entire home/apt,60,45,2,7/29/2015,0.03,13,59
6072414,"Gorgeous, historic house blocks from Capitol/Metro",31520405,,,"Capitol Hill, Lincoln Park",38.88306,-77.00267,Entire home/apt,495,7,10,3/17/2020,0.14,1,59
6079366,Luxury penthouse in the heart of Adams Morgan,2101885,Mai,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92143,-77.04291,Entire home/apt,407,4,7,2/27/2021,0.14,2,195
6084064,Nice Capitol Hill Place,31516956,Rosevelt,,"Union Station, Stanton Park, Kingman Park",38.89977,-76.9991,Private room,125,1,14,12/21/2019,0.23,3,353
6091385,Capitol Hill sunny bay window suite,3936592,Mary,,"Union Station, Stanton Park, Kingman Park",38.89715,-76.98665,Private room,77,3,173,2/29/2020,2.37,4,322
6091388,"1BD Roomy, Bright, Private and Cozy",2379779,Dario,,"Brightwood Park, Crestwood, Petworth",38.95818,-77.02077,Private room,95,2,151,3/9/2020,2.09,3,357
6093919,"Top Floor! Walk to Convention Center, Metro, groceries, wine bars, beer gardens and more from this sunny apartment in Shaw! Parking available too!",19214127,,,"Shaw, Logan Circle",38.90905,-77.01781,Entire home/apt,95,2,184,4/3/2021,2.53,5,340
6118082,The ERA - Unique Modern Loft in DC,783034,Ethan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9145,-77.0169,Entire home/apt,105,20,112,3/14/2021,1.55,2,357
6128050,Convention Center/Downtown D.C. Row House,25476243,Sara,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90765,-77.01404,Entire home/apt,199,1,362,1/7/2021,4.96,4,235
6128357,NW DC/ NearTakoma Park Metro,27211012,Roscoe,,"Takoma, Brightwood, Manor Park",38.96677,-77.02646,Entire home/apt,70,2,26,1/11/2021,0.39,2,232
6133914,Head to the Capitol Building from a Modern Carriage House,7774762,Susan & David,,"Capitol Hill, Lincoln Park",38.8822,-76.9876,Entire home/apt,120,3,132,3/15/2020,1.82,1,0
6135500,"Modern luxury in Shaw, short walk 2 metro/conv cen",9296587,Josh,,"Shaw, Logan Circle",38.91105,-77.01898,Entire home/apt,98,5,507,4/6/2021,6.96,2,22
6143706,HOT Bloomingdale Beauty!!!,31868593,Lisa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91541,-77.01368,Entire home/apt,89,2,256,3/12/2020,3.52,1,114
6155371,Bright 1-br apt near Petworth metro,5571655,Aimee,,"Brightwood Park, Crestwood, Petworth",38.94185,-77.02352,Entire home/apt,350,70,3,9/16/2015,0.04,3,2
6186712,spacious apt in historic district!,6867099,Astrid,,"Capitol Hill, Lincoln Park",38.88915,-76.98566,Entire home/apt,90,2,249,4/4/2021,3.45,1,89
6200202,Master and Basement in New Beautiful Row Home,18045188,Aram,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91587,-77.00402,Private room,299,30,0,,,1,365
6214131,LUXURY ROW HOUSE 2 BLKS TO METRO,32222661,Elif,,"West End, Foggy Bottom, GWU",38.89917,-77.05397,Entire home/apt,140,30,25,9/30/2018,0.36,1,0
6227307,Modern & large 3 BR just 10 yards to metro,9581259,Kate,,"Capitol Hill, Lincoln Park",38.88236,-76.98688,Entire home/apt,275,3,63,12/31/2020,0.88,1,26
6227470,Luxury apartment in Chinatown right in the center!,15772171,Tom,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89644,-77.02212,Entire home/apt,750,3,0,,,1,0
6231539,Walk To Union Station,31516956,Rosevelt,,"Union Station, Stanton Park, Kingman Park",38.89904,-76.99924,Private room,111,1,13,1/22/2020,0.21,3,353
6247860,Cozy DC apartment great for longer stays,34312,Marc,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91753,-77.01121,Entire home/apt,56,1,212,4/13/2021,3.01,2,277
6261332,"""The Hideaway"" Private Apt by Metro",9991030,Rob,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93606,-77.02415,Entire home/apt,59,2,377,1/29/2021,5.29,1,0
6327064,Middle room in Victorian home,32927652,Jousett,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92272,-77.02797,Private room,40,30,6,6/10/2020,0.2,3,267
6331663,"Beautiful, Secure 2BR. 2.5BA with Gated Parking",32959018,PeterandTerri,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91583,-77.01681,Entire home/apt,189,5,43,8/30/2020,0.59,3,76
6333552,Grand Historic Victorian Row House,10295815,Ralph,,"Shaw, Logan Circle",38.91138,-77.03019,Entire home/apt,400,30,13,12/29/2019,0.18,1,0
6334405,Cozy(Blue) Bedroom/office W/PVT bathroom by subway,32837957,Kenneth,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87568,-77.00975,Private room,68,5,68,3/18/2020,1.01,4,133
6349476,Master Bedroom/Office with pvt bathroom in DC,32837957,Kenneth,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87556,-77.00952,Private room,100,5,4,11/23/2019,0.09,4,124
6349541,Eclectic Urban decor Twnhse  3 Br-2.5 Ba - Navy Yd,32837957,Kenneth,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87472,-77.01118,Entire home/apt,200,7,0,,,4,304
6355197,Cozy Newly Renovated Studio near the Hill!,18896296,Laura,,"River Terrace, Benning, Greenway, Dupont Park",38.89174,-76.94697,Private room,45,30,20,1/12/2020,0.46,4,72
6374588,"Spacious 2bd 2.5b Condo with TVs, Gated Parkg, etc",32959018,PeterandTerri,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91575,-77.01493,Entire home/apt,249,5,32,10/21/2019,0.46,3,163
6389428,Park View,22653397,Michael,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91447,-77.025,Private room,109,2,48,11/12/2018,0.67,4,89
6390185,Charming Victorian 2 Blks to Metro,33313857,Timothy,,"Brookland, Brentwood, Langdon",38.93275,-76.99146,Private room,200,2,120,6/7/2020,1.67,3,364
6404202,Charming sunny bedroom with desk near Metro/Mall Y,32837957,Kenneth,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8752,-77.01073,Private room,85,2,82,3/12/2020,1.14,4,234
6424291,Franklin's House  -  Part One,20282,Franklin,,"North Michigan Park, Michigan Park, University Heights",38.94246,-76.97572,Private room,48,30,43,8/26/2019,0.6,3,365
6431931,Quiet oasis in the heart of Adams Morgan,9335473,Emiliano,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9188,-77.04332,Entire home/apt,500,365,65,10/7/2019,0.91,1,365
6435687,Modern Sunny Gem in Mt. Pleasant,33594762,Elizabeth,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93244,-77.04471,Entire home/apt,225,2,111,1/3/2021,2.09,1,178
6447693,Historic Rowhouse in Dupont Circle,33663667,Monica,,"Dupont Circle, Connecticut Avenue/K Street",38.9161,-77.03948,Entire home/apt,300,3,35,11/9/2019,0.52,1,109
6448095,"""Kozy Kot""",33666214,Kris,,"River Terrace, Benning, Greenway, Dupont Park",38.88590029,-76.95795116,Private room,90,2,0,,,1,0
6452409,Mount Pleasant Family Home Near Zoo in DC,32364351,Kelly,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92887,-77.0405,Entire home/apt,275,2,0,,,1,171
6479337,Brookland Room,29162373,Pauline,,"North Michigan Park, Michigan Park, University Heights",38.93971,-76.99267,Private room,34,5,74,8/1/2020,1.06,1,279
6490357,Beautiful room next to the Metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93607,-77.02519,Private room,39,28,8,3/31/2021,0.3,32,318
6490927,Zen Space in on Rock Creek Park,1482916,Anne,,"Brightwood Park, Crestwood, Petworth",38.93553,-77.04648,Private room,65,3,126,2/16/2020,1.77,1,0
6516520,Your Private Condo with parking near 14th and U,6033141,Ian,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92034,-77.03001,Entire home/apt,137,2,28,7/5/2020,0.75,1,0
6525271,"DC Anacostia-7 mins to US CAPITOL, FREE PARKN!!",34125313,Nicole,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8672,-76.98455,Entire home/apt,182,2,60,2/16/2020,0.87,2,326
6538226,Classic English Apt in Columbia Hts,34193611,Herman,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92556,-77.02775,Entire home/apt,115,2,188,3/9/2020,2.62,1,53
6557100,Cozy basement room 10 mins from shaw howard metro.,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91763,-77.01569,Private room,37,28,10,3/21/2020,0.14,32,332
6560442,"Nation's Capitol, LeDroit Park",16256335,Anita,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91439,-77.01666,Private room,89,3,40,8/18/2018,0.56,1,332
6569449,Capitol Hill Classic - chic urban,17633,Charlotte,,"Capitol Hill, Lincoln Park",38.89086,-77.00007,Entire home/apt,159,2,31,11/9/2019,0.43,30,112
6570497,Capital Home close to everything in DC!,909924,Jim,,"Union Station, Stanton Park, Kingman Park",38.8921,-76.98382,Private room,225,1,0,,,1,364
6574122,Cozy room in downtown DC,25275601,Kaya,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90294,-77.01064,Private room,393,1,7,10/21/2017,0.12,1,365
6590621,Brand New Condo in the heart of DC!,4687058,Katie,,"Shaw, Logan Circle",38.91219,-77.01922,Entire home/apt,130,1,1,8/10/2015,0.01,1,0
6590953,Franklin's First Home -  Part Two.,20282,Franklin,,"North Michigan Park, Michigan Park, University Heights",38.94238,-76.97701,Private room,38,30,36,5/27/2019,0.5,3,230
6674537,Large Studio with Kosher Kitchen,26052091,Chaim,,"Georgetown, Burleith/Hillandale",38.90997,-77.05125,Entire home/apt,100,30,0,,,1,365
6677616,Luxury Woodley Park 1BR Condo+pool,9929955,Rand,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92709,-77.05468,Entire home/apt,99,180,0,,,1,365
6688513,CHEERY 1-BR IN THE ♥ OF SHAW | 2 BLOCKS TO SUBWAY,25197983,Nya,,"Shaw, Logan Circle",38.91084,-77.02146,Entire home/apt,97,1,346,4/19/2021,4.89,3,125
6690084,Sunny & Spacious Capitol Hill Home,21779640,Diana,,"Capitol Hill, Lincoln Park",38.89053,-77.00008,Entire home/apt,500,1,1,10/8/2016,0.02,1,90
6717232,"Large 3br,2.5b Two level condo with Gated Parkg",32959018,PeterandTerri,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91467,-77.01503,Entire home/apt,399,5,27,3/3/2020,0.39,3,163
6746916,Newly-renovated Capitol Hill Home,24016367,Roselyn,,"Union Station, Stanton Park, Kingman Park",38.9014,-77.00145,Entire home/apt,256,2,108,3/29/2021,1.52,1,283
6791454,Spacious Room 1 Block from Metro,328471,Darrell,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92973,-77.0291,Private room,44,1,29,11/3/2017,0.41,3,81
6836332,Historic Capitol Hill Apt,35820399,Penny,,"Capitol Hill, Lincoln Park",38.88345,-76.99025,Entire home/apt,90,1,121,12/1/2019,1.74,1,179
6870879,Modern & Cozy 1 BR Apt in CoHi,34594677,Thomas,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93455,-77.02686,Entire home/apt,48,2,171,12/20/2020,2.52,1,110
6878432,Capitol Hill Beautiful One Bedroom,14275599,Heather,,"Capitol Hill, Lincoln Park",38.88501,-76.9892,Entire home/apt,95,30,279,6/30/2020,4.05,9,6
6881428,Spacious DC Living 5 bd/4.5 ba,25476243,Sara,,"Shaw, Logan Circle",38.90713,-77.01687,Entire home/apt,351,1,350,4/11/2021,5.19,4,285
